Date,Store,Series,UnitsSold,UnitPrice,SalesAmount
2024/6/7,Houston,LeBron,4,143.73,574.92
2024/6/7,Houston,KD,6,137.47,824.82
2024/6/7,Houston,Kyrie,4,128.44,513.76
2024/6/7,Miami,Luka,16,121.18,1938.88
2024/6/7,Miami,Jordan,2,154.63,309.26
2024/6/7,Miami,LeBron,15,141.04,2115.6
2024/6/7,Miami,KD,17,126.98,2158.66
2024/6/7,Miami,Kyrie,4,132.6,530.4
2024/6/8,New York,Luka,19,129.99,2469.81
2024/6/8,New York,Jordan,11,148.29,1631.19
2024/6/8,New York,LeBron,6,140.77,844.62
2024/6/8,New York,KD,16,125.78,2012.48
2024/6/8,New York,Kyrie,18,124.61,2242.98
2024/6/8,Los Angeles,Luka,5,110.19,550.95
2024/6/8,Los Angeles,Jordan,18,154.56,2782.08
2024/6/8,Los Angeles,LeBron,9,149.36,1344.24
2024/6/8,Los Angeles,KD,14,131.56,1841.84
2024/6/8,Los Angeles,Kyrie,8,124.06,992.48
2024/6/8,Chicago,Luka,11,115.03,1265.33
2024/6/8,Chicago,Jordan,16,159.49,2551.84
2024/6/8,Chicago,LeBron,10,142.73,1427.3
2024/6/8,Chicago,KD,18,123.6,2224.8
2024/6/8,Chicago,Kyrie,13,128.41,1669.33
2024/6/8,Houston,Luka,9,116.5,1048.5
2024/6/8,Houston,Jordan,6,149.02,894.12
2024/6/8,Houston,LeBron,13,143.23,1861.99
2024/6/8,Houston,KD,13,130.12,1691.56
2024/6/8,Houston,Kyrie,13,130.94,1702.22
2024/6/8,Miami,Luka,15,116.57,1748.55
2024/6/8,Miami,Jordan,4,143.97,575.88
2024/6/8,Miami,LeBron,6,133.51,801.06
2024/6/8,Miami,KD,13,120.97,1572.61
2024/6/8,Miami,Kyrie,6,125.88,755.28
2024/6/9,New York,Luka,18,116.85,2103.3
2024/6/9,New York,Jordan,19,149.96,2849.24
2024/6/9,New York,LeBron,12,130.94,1571.28
2024/6/9,New York,KD,4,135.35,541.4
2024/6/9,New York,Kyrie,17,127.66,2170.22
2024/6/9,Los Angeles,Luka,14,117.37,1643.18
2024/6/9,Los Angeles,Jordan,14,158.65,2221.1
2024/6/9,Los Angeles,LeBron,19,143.35,2723.65
2024/6/9,Los Angeles,KD,2,136.69,273.38
2024/6/9,Los Angeles,Kyrie,0,131.23,0
2024/6/9,Chicago,Luka,3,122.86,368.58
2024/6/9,Chicago,Jordan,17,159.16,2705.72
2024/6/9,Chicago,LeBron,4,141.36,565.44
2024/6/9,Chicago,KD,9,134.92,1214.28
2024/6/9,Chicago,Kyrie,2,126.07,252.14
2024/6/9,Houston,Luka,2,111.87,223.74
2024/6/9,Houston,Jordan,8,148.63,1189.04
2024/6/9,Houston,LeBron,9,144.1,1296.9
2024/6/9,Houston,KD,12,131.11,1573.32
2024/6/9,Houston,Kyrie,7,121.92,853.44
2024/6/9,Miami,Luka,18,112.93,2032.74
2024/6/9,Miami,Jordan,13,144.63,1880.19
2024/6/9,Miami,LeBron,19,145.7,2768.3
2024/6/9,Miami,KD,9,125.49,1129.41
2024/6/9,Miami,Kyrie,6,130,780
2024/6/10,New York,Luka,18,117.38,2112.84
2024/6/10,New York,Jordan,12,143.6,1723.2
2024/6/10,New York,LeBron,4,142.59,570.36
2024/6/10,New York,KD,8,130.95,1047.6
2024/6/10,New York,Kyrie,4,133.84,535.36
2024/6/10,Los Angeles,Luka,15,113.26,1698.9
2024/6/10,Los Angeles,Jordan,10,142.5,1425
2024/6/10,Los Angeles,LeBron,16,145.48,2327.68
2024/6/10,Los Angeles,KD,0,120.44,0
2024/6/10,Los Angeles,Kyrie,1,133.5,133.5
2024/6/10,Chicago,Luka,16,128.45,2055.2
2024/6/10,Chicago,Jordan,20,149.58,2991.6
2024/6/10,Chicago,LeBron,4,136.15,544.6
2024/6/10,Chicago,KD,12,124.2,1490.4
2024/6/10,Chicago,Kyrie,3,124.87,374.61
2024/6/10,Houston,Luka,16,121.14,1938.24
2024/6/10,Houston,Jordan,18,140.34,2526.12
2024/6/10,Houston,LeBron,0,133.88,0
2024/6/10,Houston,KD,15,133.47,2002.05
2024/6/10,Houston,Kyrie,19,121.94,2316.86
2024/6/10,Miami,Luka,10,111.99,1119.9
2024/6/10,Miami,Jordan,4,148.47,593.88
2024/6/10,Miami,LeBron,9,140.53,1264.77
2024/6/10,Miami,KD,10,131.22,1312.2
2024/6/10,Miami,Kyrie,11,132.37,1456.07
2024/6/11,New York,Luka,19,114.85,2182.15
2024/6/11,New York,Jordan,5,151.4,757
2024/6/11,New York,LeBron,9,148.13,1333.17
2024/6/11,New York,KD,11,124.62,1370.82
2024/6/11,New York,Kyrie,14,115.82,1621.48
2024/6/11,Los Angeles,Luka,11,115.19,1267.09
2024/6/11,Los Angeles,Jordan,8,151,1208
2024/6/11,Los Angeles,LeBron,6,148.01,888.06
2024/6/11,Los Angeles,KD,8,132.87,1062.96
2024/6/11,Los Angeles,Kyrie,6,121.39,728.34
2024/6/11,Chicago,Luka,0,118.62,0
2024/6/11,Chicago,Jordan,20,151.92,3038.4
2024/6/11,Chicago,LeBron,19,130.07,2471.33
2024/6/11,Chicago,KD,12,122.91,1474.92
2024/6/11,Chicago,Kyrie,5,130.09,650.45
2024/6/11,Houston,Luka,4,115.77,463.08
2024/6/11,Houston,Jordan,9,148.55,1336.95
2024/6/11,Houston,LeBron,0,134.72,0
2024/6/11,Houston,KD,17,132.94,2259.98
2024/6/11,Houston,Kyrie,19,129.72,2464.68
2024/6/11,Miami,Luka,5,110.02,550.1
2024/6/11,Miami,Jordan,8,153.13,1225.04
2024/6/11,Miami,LeBron,1,144.86,144.86
2024/6/11,Miami,KD,12,136.12,1633.44
2024/6/11,Miami,Kyrie,19,125.19,2378.61
2024/6/12,New York,Luka,5,122.14,610.7
2024/6/12,New York,Jordan,14,157.61,2206.54
2024/6/12,New York,LeBron,18,136.13,2450.34
2024/6/12,New York,KD,14,125.91,1762.74
2024/6/12,New York,Kyrie,0,127.72,0
2024/6/12,Los Angeles,Luka,4,124.5,498
2024/6/12,Los Angeles,Jordan,10,141.09,1410.9
2024/6/12,Los Angeles,LeBron,3,132.97,398.91
2024/6/12,Los Angeles,KD,7,133.63,935.41
2024/6/12,Los Angeles,Kyrie,2,124.39,248.78
2024/6/12,Chicago,Luka,16,118.46,1895.36
2024/6/12,Chicago,Jordan,19,155.62,2956.78
2024/6/12,Chicago,LeBron,15,139.49,2092.35
2024/6/12,Chicago,KD,9,125.07,1125.63
2024/6/12,Chicago,Kyrie,7,121.71,851.97
2024/6/12,Houston,Luka,8,118.79,950.32
2024/6/12,Houston,Jordan,6,151.91,911.46
2024/6/12,Houston,LeBron,4,140.24,560.96
2024/6/12,Houston,KD,14,128.29,1796.06
2024/6/12,Houston,Kyrie,10,122.87,1228.7
2024/6/12,Miami,Luka,4,125.92,503.68
2024/6/12,Miami,Jordan,2,144.37,288.74
2024/6/12,Miami,LeBron,20,137.09,2741.8
2024/6/12,Miami,KD,11,138.08,1518.88
2024/6/12,Miami,Kyrie,7,130.21,911.47
2024/6/13,New York,Luka,9,116.39,1047.51
2024/6/13,New York,Jordan,6,145.27,871.62
2024/6/13,New York,LeBron,10,139.13,1391.3
2024/6/13,New York,KD,6,129.95,779.7
2024/6/13,New York,Kyrie,4,127.73,510.92
2024/6/13,Los Angeles,Luka,19,117.01,2223.19
2024/6/13,Los Angeles,Jordan,9,151.11,1359.99
2024/6/13,Los Angeles,LeBron,18,138.92,2500.56
2024/6/13,Los Angeles,KD,13,129.64,1685.32
2024/6/13,Los Angeles,Kyrie,2,124.36,248.72
2024/6/13,Chicago,Luka,13,120.81,1570.53
2024/6/13,Chicago,Jordan,7,141.24,988.68
2024/6/13,Chicago,LeBron,15,138.68,2080.2
2024/6/13,Chicago,KD,17,135.53,2304.01
2024/6/13,Chicago,Kyrie,5,118.88,594.4
2024/6/13,Houston,Luka,9,127.3,1145.7
2024/6/13,Houston,Jordan,0,152.4,0
2024/6/13,Houston,LeBron,9,136.58,1229.22
2024/6/13,Houston,KD,10,139.44,1394.4
2024/6/13,Houston,Kyrie,11,122.27,1344.97
2024/6/13,Miami,Luka,0,118.22,0
2024/6/13,Miami,Jordan,20,159.14,3182.8
2024/6/13,Miami,LeBron,1,148.34,148.34
2024/6/13,Miami,KD,1,133.06,133.06
2024/6/13,Miami,Kyrie,13,132.87,1727.31
2024/6/14,New York,Luka,12,116.79,1401.48
2024/6/14,New York,Jordan,5,145.76,728.8
2024/6/14,New York,LeBron,15,138.9,2083.5
2024/6/14,New York,KD,17,134.24,2282.08
2024/6/14,New York,Kyrie,11,128.11,1409.21
2024/6/14,Los Angeles,Luka,0,114.73,0
2024/6/14,Los Angeles,Jordan,18,157.03,2826.54
2024/6/14,Los Angeles,LeBron,11,141.33,1554.63
2024/6/14,Los Angeles,KD,15,130.93,1963.95
2024/6/14,Los Angeles,Kyrie,6,128.56,771.36
2024/6/14,Chicago,Luka,10,114.95,1149.5
2024/6/14,Chicago,Jordan,9,159.34,1434.06
2024/6/14,Chicago,LeBron,2,147.73,295.46
2024/6/14,Chicago,KD,20,134.43,2688.6
2024/6/14,Chicago,Kyrie,13,119.04,1547.52
2024/6/14,Houston,Luka,0,125.94,0
2024/6/14,Houston,Jordan,9,152.17,1369.53
2024/6/14,Houston,LeBron,0,149.37,0
2024/6/14,Houston,KD,17,138.78,2359.26
2024/6/14,Houston,Kyrie,4,121.31,485.24
2024/6/14,Miami,Luka,14,129.31,1810.34
2024/6/14,Miami,Jordan,4,159.98,639.92
2024/6/14,Miami,LeBron,20,147.86,2957.2
2024/6/14,Miami,KD,2,123.81,247.62
2024/6/14,Miami,Kyrie,9,124.23,1118.07
2024/6/15,New York,Luka,3,121.64,364.92
2024/6/15,New York,Jordan,10,141.02,1410.2
2024/6/15,New York,LeBron,19,135.67,2577.73
2024/6/15,New York,KD,15,130.49,1957.35
2024/6/15,New York,Kyrie,20,127.12,2542.4
2024/6/15,Los Angeles,Luka,7,115.22,806.54
2024/6/15,Los Angeles,Jordan,4,141.1,564.4
2024/6/15,Los Angeles,LeBron,11,140.02,1540.22
2024/6/15,Los Angeles,KD,17,128.54,2185.18
2024/6/15,Los Angeles,Kyrie,19,130.69,2483.11
2024/6/15,Chicago,Luka,3,114.52,343.56
2024/6/15,Chicago,Jordan,2,151.45,302.9
2024/6/15,Chicago,LeBron,4,148.49,593.96
2024/6/15,Chicago,KD,18,128.99,2321.82
2024/6/15,Chicago,Kyrie,15,124.34,1865.1
2024/6/15,Houston,Luka,7,126.95,888.65
2024/6/15,Houston,Jordan,20,149.87,2997.4
2024/6/15,Houston,LeBron,4,136.76,547.04
2024/6/15,Houston,KD,18,123.51,2223.18
2024/6/15,Houston,Kyrie,12,127.38,1528.56
2024/6/15,Miami,Luka,15,126.38,1895.7
2024/6/15,Miami,Jordan,7,157.39,1101.73
2024/6/15,Miami,LeBron,2,145.55,291.1
2024/6/15,Miami,KD,12,127.93,1535.16
2024/6/15,Miami,Kyrie,2,118.56,237.12
2024/6/16,New York,Luka,18,118.63,2135.34
2024/6/16,New York,Jordan,11,147.25,1619.75
2024/6/16,New York,LeBron,0,144.43,0
2024/6/16,New York,KD,15,132.63,1989.45
2024/6/16,New York,Kyrie,19,123.68,2349.92
2024/6/16,Los Angeles,Luka,15,112.92,1693.8
2024/6/16,Los Angeles,Jordan,7,158.08,1106.56
2024/6/16,Los Angeles,LeBron,15,140.35,2105.25
2024/6/16,Los Angeles,KD,11,123.57,1359.27
2024/6/16,Los Angeles,Kyrie,20,131.19,2623.8
2024/6/16,Chicago,Luka,10,112.97,1129.7
2024/6/16,Chicago,Jordan,0,158.8,0
2024/6/16,Chicago,LeBron,0,140.87,0
2024/6/16,Chicago,KD,16,130.94,2095.04
2024/6/16,Chicago,Kyrie,13,130.91,1701.83
2024/6/16,Houston,Luka,7,115.98,811.86
2024/6/16,Houston,Jordan,0,149.34,0
2024/6/16,Houston,LeBron,3,145.01,435.03
2024/6/16,Houston,KD,8,130.41,1043.28
2024/6/16,Houston,Kyrie,10,118.46,1184.6
2024/6/16,Miami,Luka,12,122.27,1467.24
2024/6/16,Miami,Jordan,4,149.96,599.84
2024/6/16,Miami,LeBron,18,145.18,2613.24
2024/6/16,Miami,KD,12,130.59,1567.08
2024/6/16,Miami,Kyrie,7,125.43,878.01
2024/6/17,New York,Luka,20,119.13,2382.6
2024/6/17,New York,Jordan,3,149.36,448.08
2024/6/17,New York,LeBron,4,143.78,575.12
2024/6/17,New York,KD,12,137.81,1653.72
2024/6/17,New York,Kyrie,19,131.84,2504.96
2024/6/17,Los Angeles,Luka,6,120.8,724.8
2024/6/17,Los Angeles,Jordan,19,145.26,2759.94
2024/6/17,Los Angeles,LeBron,6,137.83,826.98
2024/6/17,Los Angeles,KD,6,124.97,749.82
2024/6/17,Los Angeles,Kyrie,3,131.83,395.49
2024/6/17,Chicago,Luka,3,128.95,386.85
2024/6/17,Chicago,Jordan,9,158.17,1423.53
2024/6/17,Chicago,LeBron,0,140.22,0
2024/6/17,Chicago,KD,1,121.31,121.31
2024/6/17,Chicago,Kyrie,10,121.76,1217.6
2024/6/17,Houston,Luka,9,118.81,1069.29
2024/6/17,Houston,Jordan,19,143.04,2717.76
2024/6/17,Houston,LeBron,6,147.88,887.28
2024/6/17,Houston,KD,10,126.91,1269.1
2024/6/17,Houston,Kyrie,18,127.48,2294.64
2024/6/17,Miami,Luka,4,122.33,489.32
2024/6/17,Miami,Jordan,19,144.35,2742.65
2024/6/17,Miami,LeBron,18,141.45,2546.1
2024/6/17,Miami,KD,17,124.67,2119.39
2024/6/17,Miami,Kyrie,0,120.52,0
2024/6/18,New York,Luka,1,126.83,126.83
2024/6/18,New York,Jordan,2,151.91,303.82
2024/6/18,New York,LeBron,8,132.58,1060.64
2024/6/18,New York,KD,20,123.54,2470.8
2024/6/18,New York,Kyrie,20,119.57,2391.4
2024/6/18,Los Angeles,Luka,2,128.27,256.54
2024/6/18,Los Angeles,Jordan,17,140.92,2395.64
2024/6/18,Los Angeles,LeBron,14,144.25,2019.5
2024/6/18,Los Angeles,KD,0,131.6,0
2024/6/18,Los Angeles,Kyrie,2,116.24,232.48
2024/6/18,Chicago,Luka,0,112.87,0
2024/6/18,Chicago,Jordan,2,155.43,310.86
2024/6/18,Chicago,LeBron,17,139.27,2367.59
2024/6/18,Chicago,KD,2,125,250
2024/6/18,Chicago,Kyrie,13,119.84,1557.92
2024/6/18,Houston,Luka,2,121.59,243.18
2024/6/18,Houston,Jordan,7,158.47,1109.29
2024/6/18,Houston,LeBron,20,133.38,2667.6
2024/6/18,Houston,KD,10,123.33,1233.3
2024/6/18,Houston,Kyrie,3,130.34,391.02
2024/6/18,Miami,Luka,20,124.05,2481
2024/6/18,Miami,Jordan,12,159.79,1917.48
2024/6/18,Miami,LeBron,5,140.06,700.3
2024/6/18,Miami,KD,12,130.38,1564.56
2024/6/18,Miami,Kyrie,8,127.19,1017.52
2024/6/19,New York,Luka,17,124.58,2117.86
2024/6/19,New York,Jordan,18,143.53,2583.54
2024/6/19,New York,LeBron,14,137.73,1928.22
2024/6/19,New York,KD,3,121.93,365.79
2024/6/19,New York,Kyrie,14,134.98,1889.72
2024/6/19,Los Angeles,Luka,6,126.42,758.52
2024/6/19,Los Angeles,Jordan,15,149.43,2241.45
2024/6/19,Los Angeles,LeBron,11,141.71,1558.81
2024/6/19,Los Angeles,KD,16,137.17,2194.72
2024/6/19,Los Angeles,Kyrie,20,131.23,2624.6
2024/6/19,Chicago,Luka,7,112.03,784.21
2024/6/19,Chicago,Jordan,4,143.15,572.6
2024/6/19,Chicago,LeBron,1,133.71,133.71
2024/6/19,Chicago,KD,18,134.8,2426.4
2024/6/19,Chicago,Kyrie,18,134.02,2412.36
2024/6/19,Houston,Luka,3,116.97,350.91
2024/6/19,Houston,Jordan,0,151,0
2024/6/19,Houston,LeBron,6,143.99,863.94
2024/6/19,Houston,KD,13,135.8,1765.4
2024/6/19,Houston,Kyrie,18,133.63,2405.34
2024/6/19,Miami,Luka,0,115.04,0
2024/6/19,Miami,Jordan,12,145.43,1745.16
2024/6/19,Miami,LeBron,4,132.17,528.68
2024/6/19,Miami,KD,13,137.05,1781.65
2024/6/19,Miami,Kyrie,20,123.51,2470.2
2024/6/20,New York,Luka,15,113.9,1708.5
2024/6/20,New York,Jordan,13,151.45,1968.85
2024/6/20,New York,LeBron,18,149.78,2696.04
2024/6/20,New York,KD,15,131.66,1974.9
2024/6/20,New York,Kyrie,20,115.47,2309.4
2024/6/20,Los Angeles,Luka,0,124.36,0
2024/6/20,Los Angeles,Jordan,3,140.44,421.32
2024/6/20,Los Angeles,LeBron,5,145.76,728.8
2024/6/20,Los Angeles,KD,3,122.49,367.47
2024/6/20,Los Angeles,Kyrie,18,127.04,2286.72
2024/6/20,Chicago,Luka,9,118.32,1064.88
2024/6/20,Chicago,Jordan,15,145.66,2184.9
2024/6/20,Chicago,LeBron,10,147.78,1477.8
2024/6/20,Chicago,KD,1,120.76,120.76
2024/6/20,Chicago,Kyrie,16,116.74,1867.84
2024/6/20,Houston,Luka,6,112.62,675.72
2024/6/20,Houston,Jordan,2,156.18,312.36
2024/6/20,Houston,LeBron,7,143.23,1002.61
2024/6/20,Houston,KD,17,130.08,2211.36
2024/6/20,Houston,Kyrie,0,134.44,0
2024/6/20,Miami,Luka,2,129.46,258.92
2024/6/20,Miami,Jordan,5,158.61,793.05
2024/6/20,Miami,LeBron,10,141.8,1418
2024/6/20,Miami,KD,3,125.46,376.38
2024/6/20,Miami,Kyrie,5,120.88,604.4
2024/6/21,New York,Luka,9,125.44,1128.96
2024/6/21,New York,Jordan,5,155.03,775.15
2024/6/21,New York,LeBron,9,141.95,1277.55
2024/6/21,New York,KD,15,129.61,1944.15
2024/6/21,New York,Kyrie,5,120.07,600.35
2024/6/21,Los Angeles,Luka,8,127.84,1022.72
2024/6/21,Los Angeles,Jordan,18,146,2628
2024/6/21,Los Angeles,LeBron,9,132.55,1192.95
2024/6/21,Los Angeles,KD,20,133.99,2679.8
2024/6/21,Los Angeles,Kyrie,1,124.97,124.97
2024/6/21,Chicago,Luka,1,129.13,129.13
2024/6/21,Chicago,Jordan,5,154.07,770.35
2024/6/21,Chicago,LeBron,19,143.27,2722.13
2024/6/21,Chicago,KD,4,136.61,546.44
2024/6/21,Chicago,Kyrie,8,117.37,938.96
2024/6/21,Houston,Luka,17,116.38,1978.46
2024/6/21,Houston,Jordan,17,147.38,2505.46
2024/6/21,Houston,LeBron,18,149.34,2688.12
2024/6/21,Houston,KD,1,122.16,122.16
2024/6/21,Houston,Kyrie,0,118.89,0
2024/6/21,Miami,Luka,9,125.46,1129.14
2024/6/21,Miami,Jordan,9,157.11,1413.99
2024/6/21,Miami,LeBron,2,142.78,285.56
2024/6/21,Miami,KD,5,124.18,620.9
2024/6/21,Miami,Kyrie,17,131.63,2237.71
2024/6/22,New York,Luka,7,125.27,876.89
2024/6/22,New York,Jordan,16,141.44,2263.04
2024/6/22,New York,LeBron,0,131.25,0
2024/6/22,New York,KD,10,139.65,1396.5
2024/6/22,New York,Kyrie,4,128.18,512.72
2024/6/22,Los Angeles,Luka,5,126.68,633.4
2024/6/22,Los Angeles,Jordan,4,158.59,634.36
2024/6/22,Los Angeles,LeBron,9,134.3,1208.7
2024/6/22,Los Angeles,KD,11,135.41,1489.51
2024/6/22,Los Angeles,Kyrie,13,127.45,1656.85
2024/6/22,Chicago,Luka,0,117.33,0
2024/6/22,Chicago,Jordan,15,145.16,2177.4
2024/6/22,Chicago,LeBron,14,131.27,1837.78
2024/6/22,Chicago,KD,15,124.9,1873.5
2024/6/22,Chicago,Kyrie,18,125.43,2257.74
2024/6/22,Houston,Luka,17,113.39,1927.63
2024/6/22,Houston,Jordan,10,144.26,1442.6
2024/6/22,Houston,LeBron,11,138.12,1519.32
2024/6/22,Houston,KD,13,134.44,1747.72
2024/6/22,Houston,Kyrie,9,127.02,1143.18
2024/6/22,Miami,Luka,3,112.65,337.95
2024/6/22,Miami,Jordan,19,145.51,2764.69
2024/6/22,Miami,LeBron,13,138.47,1800.11
2024/6/22,Miami,KD,6,128.31,769.86
2024/6/22,Miami,Kyrie,11,134.98,1484.78
2024/6/23,New York,Luka,6,125.4,752.4
2024/6/23,New York,Jordan,3,157.98,473.94
2024/6/23,New York,LeBron,12,134.57,1614.84
2024/6/23,New York,KD,3,125.28,375.84
2024/6/23,New York,Kyrie,16,134.84,2157.44
2024/6/23,Los Angeles,Luka,10,117.04,1170.4
2024/6/23,Los Angeles,Jordan,13,148.78,1934.14
2024/6/23,Los Angeles,LeBron,12,134.98,1619.76
2024/6/23,Los Angeles,KD,2,131.22,262.44
2024/6/23,Los Angeles,Kyrie,4,126.94,507.76
2024/6/23,Chicago,Luka,18,128.14,2306.52
2024/6/23,Chicago,Jordan,18,157.05,2826.9
2024/6/23,Chicago,LeBron,14,149.7,2095.8
2024/6/23,Chicago,KD,18,135.1,2431.8
2024/6/23,Chicago,Kyrie,17,120.14,2042.38
2024/6/23,Houston,Luka,9,119,1071
2024/6/23,Houston,Jordan,13,150.84,1960.92
2024/6/23,Houston,LeBron,20,143.97,2879.4
2024/6/23,Houston,KD,16,134.68,2154.88
2024/6/23,Houston,Kyrie,6,130.83,784.98
2024/6/23,Miami,Luka,10,112.46,1124.6
2024/6/23,Miami,Jordan,13,154.85,2013.05
2024/6/23,Miami,LeBron,12,133.09,1597.08
2024/6/23,Miami,KD,15,128.8,1932
2024/6/23,Miami,Kyrie,18,120.24,2164.32
2024/6/24,New York,Luka,1,117.25,117.25
2024/6/24,New York,Jordan,9,146.59,1319.31
2024/6/24,New York,LeBron,18,147.13,2648.34
2024/6/24,New York,KD,18,123.53,2223.54
2024/6/24,New York,Kyrie,10,118.97,1189.7
2024/6/24,Los Angeles,Luka,16,123.28,1972.48
2024/6/24,Los Angeles,Jordan,13,146.82,1908.66
2024/6/24,Los Angeles,LeBron,8,131.15,1049.2
2024/6/24,Los Angeles,KD,11,131.11,1442.21
2024/6/24,Los Angeles,Kyrie,20,128.28,2565.6
2024/6/24,Chicago,Luka,20,126.17,2523.4
2024/6/24,Chicago,Jordan,4,151.82,607.28
2024/6/24,Chicago,LeBron,18,132.74,2389.32
2024/6/24,Chicago,KD,20,136.03,2720.6
2024/6/24,Chicago,Kyrie,8,134.14,1073.12
2024/6/24,Houston,Luka,14,127.19,1780.66
2024/6/24,Houston,Jordan,5,153.09,765.45
2024/6/24,Houston,LeBron,10,132.71,1327.1
2024/6/24,Houston,KD,16,138.37,2213.92
2024/6/24,Houston,Kyrie,6,129.64,777.84
2024/6/24,Miami,Luka,6,116.42,698.52
2024/6/24,Miami,Jordan,17,140.6,2390.2
2024/6/24,Miami,LeBron,14,138.09,1933.26
2024/6/24,Miami,KD,10,123.32,1233.2
2024/6/24,Miami,Kyrie,17,130.3,2215.1
2024/6/25,New York,Luka,7,128.41,898.87
2024/6/25,New York,Jordan,0,149.54,0
2024/6/25,New York,LeBron,9,149.47,1345.23
2024/6/25,New York,KD,14,123.66,1731.24
2024/6/25,New York,Kyrie,15,134.46,2016.9
2024/6/25,Los Angeles,Luka,10,116.52,1165.2
2024/6/25,Los Angeles,Jordan,2,154.25,308.5
2024/6/25,Los Angeles,LeBron,8,142.66,1141.28
2024/6/25,Los Angeles,KD,18,132.55,2385.9
2024/6/25,Los Angeles,Kyrie,8,115.03,920.24
2024/6/25,Chicago,Luka,10,112.37,1123.7
2024/6/25,Chicago,Jordan,12,154.67,1856.04
2024/6/25,Chicago,LeBron,10,138.54,1385.4
2024/6/25,Chicago,KD,19,137.52,2612.88
2024/6/25,Chicago,Kyrie,12,116.87,1402.44
2024/6/25,Houston,Luka,11,122.08,1342.88
2024/6/25,Houston,Jordan,7,157.84,1104.88
2024/6/25,Houston,LeBron,12,131.24,1574.88
2024/6/25,Houston,KD,6,120.13,720.78
2024/6/25,Houston,Kyrie,4,115.21,460.84
2024/6/25,Miami,Luka,19,123.09,2338.71
2024/6/25,Miami,Jordan,7,158.25,1107.75
2024/6/25,Miami,LeBron,11,141.79,1559.69
2024/6/25,Miami,KD,18,129.8,2336.4
2024/6/25,Miami,Kyrie,1,122.65,122.65
2024/6/26,New York,Luka,17,114.05,1938.85
2024/6/26,New York,Jordan,6,143.78,862.68
2024/6/26,New York,LeBron,9,139.81,1258.29
2024/6/26,New York,KD,14,139.85,1957.9
2024/6/26,New York,Kyrie,16,126.88,2030.08
2024/6/26,Los Angeles,Luka,15,112.7,1690.5
2024/6/26,Los Angeles,Jordan,8,146.56,1172.48
2024/6/26,Los Angeles,LeBron,5,130.3,651.5
2024/6/26,Los Angeles,KD,10,123.59,1235.9
2024/6/26,Los Angeles,Kyrie,4,129.13,516.52
2024/6/26,Chicago,Luka,13,127.98,1663.74
2024/6/26,Chicago,Jordan,8,142.41,1139.28
2024/6/26,Chicago,LeBron,15,135.31,2029.65
2024/6/26,Chicago,KD,19,138.28,2627.32
2024/6/26,Chicago,Kyrie,20,123.71,2474.2
2024/6/26,Houston,Luka,15,111.99,1679.85
2024/6/26,Houston,Jordan,12,148.12,1777.44
2024/6/26,Houston,LeBron,15,145.26,2178.9
2024/6/26,Houston,KD,10,137.71,1377.1
2024/6/26,Houston,Kyrie,5,131.65,658.25
2024/6/26,Miami,Luka,0,119.78,0
2024/6/26,Miami,Jordan,9,144.8,1303.2
2024/6/26,Miami,LeBron,18,135.16,2432.88
2024/6/26,Miami,KD,16,120.52,1928.32
2024/6/26,Miami,Kyrie,16,134.04,2144.64
2024/6/27,New York,Luka,17,123.74,2103.58
2024/6/27,New York,Jordan,0,155.88,0
2024/6/27,New York,LeBron,16,141.26,2260.16
2024/6/27,New York,KD,9,139.74,1257.66
2024/6/27,New York,Kyrie,3,126.57,379.71
2024/6/27,Los Angeles,Luka,3,116.18,348.54
2024/6/27,Los Angeles,Jordan,3,142.69,428.07
2024/6/27,Los Angeles,LeBron,20,137.76,2755.2
2024/6/27,Los Angeles,KD,20,125.57,2511.4
2024/6/27,Los Angeles,Kyrie,7,118.62,830.34
2024/6/27,Chicago,Luka,17,116.14,1974.38
2024/6/27,Chicago,Jordan,4,152.34,609.36
2024/6/27,Chicago,LeBron,3,148.46,445.38
2024/6/27,Chicago,KD,9,133.58,1202.22
2024/6/27,Chicago,Kyrie,10,120.35,1203.5
2024/6/27,Houston,Luka,6,116.28,697.68
2024/6/27,Houston,Jordan,19,149.78,2845.82
2024/6/27,Houston,LeBron,7,137.35,961.45
2024/6/27,Houston,KD,8,138.62,1108.96
2024/6/27,Houston,Kyrie,6,126.64,759.84
2024/6/27,Miami,Luka,3,123.02,369.06
2024/6/27,Miami,Jordan,16,144.77,2316.32
2024/6/27,Miami,LeBron,6,147.36,884.16
2024/6/27,Miami,KD,15,137.88,2068.2
2024/6/27,Miami,Kyrie,15,128.7,1930.5
2024/6/28,New York,Luka,0,110.79,0
2024/6/28,New York,Jordan,1,149.39,149.39
2024/6/28,New York,LeBron,19,140.57,2670.83
2024/6/28,New York,KD,17,134.63,2288.71
2024/6/28,New York,Kyrie,19,134.2,2549.8
2024/6/28,Los Angeles,Luka,3,128.75,386.25
2024/6/28,Los Angeles,Jordan,16,151.14,2418.24
2024/6/28,Los Angeles,LeBron,16,147.7,2363.2
2024/6/28,Los Angeles,KD,7,133.96,937.72
2024/6/28,Los Angeles,Kyrie,10,115.12,1151.2
2024/6/28,Chicago,Luka,9,126.83,1141.47
2024/6/28,Chicago,Jordan,16,141.19,2259.04
2024/6/28,Chicago,LeBron,12,134.95,1619.4
2024/6/28,Chicago,KD,0,127.94,0
2024/6/28,Chicago,Kyrie,16,116.18,1858.88
2024/6/28,Houston,Luka,5,125.26,626.3
